2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2022,11,1,Recent progress in optimal design of superhydrophobic surfaces,"Mengyu Zhu, Liyang Huang, Bo Zhang, Shan Chen, Hongguang Zhang, Xianren Zhang, Dawei Li, Yin Yao, Zhilong Peng, Shaohua Chen, Dapeng Cao",2022-04-21,2022-10-06,2022-11-02
2022,11,2,Correlated nanoelectronics and the second quantum revolution,J. Levy,2022-07-18,2022-09-19,2022-11-02
2022,11,3,What is in a name: Defining “high entropy” oxides,"Matthew Brahlek, Maria Gazda, Veerle Keppens, Alessandro R. Mazza, Scott J. McCormack, Aleksandra Mielewczyk-Gryń, Brianna Musico, Katharine Page, Christina M. Rost, Susan B. Sinnott, Cormac Toher, Thomas Z. Ward, Ayako Yamamoto",2022-08-25,2022-10-03,2022-11-04
2022,11,4,Challenges and opportunities in free-standing supercapacitors research,"Kenneth G. Latham, Anjali Achazhiyath Edathil, Babak Rezaei, Sihui Liu, Sang Nguyen, Stephan Sylvest Keller, Felice Torrisi, Emile S. Greenhalgh, Maria‐Magdalena Titirici",2022-08-30,2022-11-03,2022-11-22
2022,11,5,Dynamics of chiral domain walls under applied current in cylindrical magnetic nanowires,"J. A. Fernandez-Roldan, O. Chubykalo-Fesenko",2022-06-15,2022-10-06,2022-11-02
2022,11,6,Fine structure of the charge density wave in bulk VTe2,"Ganbat Duvjir, Jee-Ahn Jung, Trinh Thi Ly, Nguyen Huu Lam, Young Jun Chang, Sunghun Lee, Hanchul Kim, Jungdae Kim",2022-08-03,2022-09-27,2022-11-02
2022,11,7,Quasi-superplasticity in the AlCoNiV medium entropy alloy with Heusler L21 precipitates,"Raymond Kwesi Nutor, Ran Wei, Qingping Cao, Xiaodong Wang, Shaoqing Ding, Dongxian Zhang, Fushan Li, Jian-Zhong Jiang",2022-07-25,2022-10-14,2022-11-02
2022,11,8,Oxidized metal Schottky contact with high-κ dielectric field plate for low-loss high-power vertical β-Ga2O3 Schottky diodes,"Esmat Farzana, Arkka Bhattacharyya, Nolan S. Hendricks, Takeki Itoh, Sriram Krishnamoorthy, James S. Speck",2022-08-20,2022-09-29,2022-11-02
2022,11,9,Element-specific first order reversal curves measured by magnetic transmission x-ray microscopy,"Dustin A. Gilbert, Mi-Young Im, Kai Liu, Peter Fischer",2022-08-26,2022-10-11,2022-11-04
2022,11,10,Carrier lifetimes in gold–hyperdoped silicon—Influence of dopant incorporation methods and concentration profiles,"Sashini Senali Dissanayake, Nicole O. Pallat, Philippe K. Chow, Shao Qi Lim, Yining Liu, Qianao Yue, Rhoen Fiutak, Jay Mathews, Jim S. Williams, Jeffrey M. Warrender, Meng-Ju Sher",2022-09-15,2022-10-14,2022-11-08
2022,11,11,Ideal simple shear strengths of two HfNbTaTi-based quinary refractory multi-principal element alloys,"Shuozhi Xu, Wu-Rong Jian, Irene J. Beyerlein",2022-07-30,2022-10-05,2022-11-08
2022,11,12,Formation of tubular conduction channel in a SiGe(P)/Si core/shell nanowire heterostructure,"Xuejing Wang, Yung-Chen Lin, Chia-Tse Tai, Seok Woo Lee, Tzu-Ming Lu, Sun Hae Ra Shin, Sadhvikas J. Addamane, Chris Sheehan, Jiun-Yun Li, Yerim Kim, Jinkyoung Yoo",2022-08-09,2022-10-17,2022-11-08
2022,11,13,Cobalt as a promising dopant for producing semi-insulating β-Ga2O3 crystals: Charge state transition levels from experiment and theory,"Palvan Seyidov, Joel B. Varley, Zbigniew Galazka, Ta-Shun Chou, Andreas Popp, Andreas Fiedler, Klaus Irmscher",2022-07-22,2022-10-10,2022-11-08
2022,11,14,Conversion of the non-luminous lead-free inorganic halide perovskite variant CsNiCl3 nanocrystals into photoluminescent materials by Cu+ and In3+ doping,"Yang Yu, Chengyu Li, Cheng Li, Wei Zhou, Peigeng Han, Kun Zhao, Hui Li, Ruifeng Lu",2022-08-31,2022-10-17,2022-11-08
2022,11,15,Microstructure and mechanical property of gas tungsten arc and friction stir welds of L12 precipitate FCC high-entropy alloy,"Poying Hsieh, Chihhsien Liao, Hungchih Liu, Poting Lin, Paikeng Shen, Shaowei Hunag, Yutaka S. Sato, Chewei Tsai",2022-07-31,2022-10-19,2022-11-08
2022,11,16,The phononic and charge density wave behavior of entire rare-earth tritelluride series with chemical pressure and temperature,"Kentaro Yumigeta, Yashika Attarde, Jan Kopaczek, Mohammed Y. Sayyad, Yuxia Shen, Mark Blei, Seyed Tohid Rajaei Moosavy, Ying Qin, Renee Sailus, Sefaattin Tongay",2022-07-15,2022-10-11,2022-11-11
2022,11,17,Magnetic hopfions in solids,"Filipp N. Rybakov, Nikolai S. Kiselev, Aleksandr B. Borisov, Lukas Döring, Christof Melcher, Stefan Blügel",2022-05-19,2022-10-24,2022-11-11
2022,11,18,Metal–insulator transitions in dimensionality controlled LaxSr1−xVO3 films,"K. S. Takahashi, Y. Tokura, M. Kawasaki",2022-08-26,2022-10-25,2022-11-11
2022,11,19,Cesium intercalation of graphene: A 2D protective layer on alkali antimonide photocathode,"Jyoti Biswas, Mengjia Gaowei, Ao Liu, Shashi Poddar, Liliana Stan, John Smedley, Jerzy T. Sadowski, Xiao Tong",2022-08-26,2022-10-31,2022-11-15
2022,11,20,Possible helimagnetic order in Co4+-containing perovskites Sr1−xCaxCoO3,"Hidefumi Takahashi, Masaho Onose, Yasuhito Kobayashi, Takahiro Osaka, Soushi Maeda, Atsushi Miyake, Masashi Tokunaga, Hajime Sagayama, Yuichi Yamasaki, Shintaro Ishiwata",2022-06-01,2022-10-20,2022-11-16
2022,11,21,Colossal barocaloric effects in adamantane derivatives for thermal management,"Alejandro Salvatori, Philippe Negrier, Araceli Aznar, María Barrio, Josep Lluís Tamarit, Pol Lloveras",2022-09-23,2022-10-31,2022-11-16
2022,11,22,Uniaxial pulling and nano-scratching of a newly synthesized high entropy alloy,"Pengfei Fan, Nirmal Kumar Katiyar, Xiaowang Zhou, Saurav Goel",2022-09-26,2022-11-01,2022-11-16
2022,11,23,Shock response of periodic interpenetrating phase composites,"Spencer V. Taylor, Manny Gonzales, Zachary C. Cordero",2022-07-11,2022-10-17,2022-11-22
2022,11,24,Toward AlGaN channel HEMTs on AlN: Polarization-induced 2DEGs in AlN/AlGaN/AlN heterostructures,"Jashan Singhal, Reet Chaudhuri, Austin Hickman, Vladimir Protasenko, Huili Grace Xing, Debdeep Jena",2022-08-16,2022-10-25,2022-11-23
2022,12,1,Science and technology of 3D magnetic nanostructures,"S. Ladak, A. Fernández-Pacheco, P. Fischer",2022-11-29,2022-12-01,2022-12-16
2022,12,2,Recent progress in oxidation behavior of high-entropy alloys: A review,"Poresh Kumar, Tu-Ngoc Lam, Pawan Kumar Tripathi, Sudhanshu Shekhar Singh, Peter K. Liaw, E-Wen Huang",2022-07-29,2022-12-01,2022-12-21
2022,12,3,The superiority and perspectives in single-atom site and multi-atom site catalysts for energy conversion,"Qizheng An, Chenyu Yang, Yanzhi Xu, Feifan Yu, Jingjing Jiang, Chen Gong, Baojie Li, Jing Zhang, Qinghua Liu",2022-11-03,2022-11-29,2022-12-14
2022,12,4,Reconfigurable self-powered deep UV photodetectors based on ultrawide bandgap ferroelectric ScAlN,"Shubham Mondal, Ding Wang, Ping Wang, Yuanpeng Wu, Mingtao Hu, Yixin Xiao, Subhajit Mohanty, Tao Ma, Elaheh Ahmadi, Zetian Mi",2022-08-26,2022-11-01,2022-12-05
2022,12,5,Local cation order and ferrimagnetism in compositionally complex spinel ferrites,"Xin Wang, Brianna L. Musicó, Corisa Kons, Peter C. Metz, Veerle Keppens, Dustin A. Gilbert, Yuanpeng Zhang, Katharine Page",2022-08-31,2022-10-25,2022-12-05
2022,12,6,Flexocaloric effect in superelastic materials,"Clàudia Pérez-Junyent, Marcel Porta, Emma Valdés, Lluís Mañosa, Antoni Planes, Avadh Saxena, Eduard Vives",2022-10-14,2022-11-16,2022-12-05
2022,12,7,A novel garnet-type high-entropy oxide as air-stable solid electrolyte for Li-ion batteries,"Chun-Han Kuo, Ai-Yin Wang, Hao-Yu Liu, Shao-Chu Huang, Xiang-Rong Chen, Chong-Chi Chi, Yu-Chung Chang, Ming-Yen Lu, Han-Yi Chen",2022-08-31,2022-11-25,2022-12-09
2022,12,8,Entropy-stabilized silicides: Expanding the B20 single-phase region from mono-silicide to high-entropy silicide,"Sang Jun Kim, Kook Noh Yoon, Won-Seok Ko, Eun Soo Park",2022-09-01,2022-11-21,2022-12-09
2022,12,9,Electrolyte-gate-driven carrier density modulation and metal–insulator transition in semiconducting epitaxial CdO films,"Helin Wang, William M. Postiglione, Vipul Chaturvedi, Evan L. Runnerstrom, Angela Cleri, Josh Nordlander, Jon-Paul Maria, Chris Leighton",2022-07-28,2022-11-21,2022-12-09
2022,12,10,"On the computational modeling, additive manufacturing, and testing of tube-networks TPMS-based graphene lattices and characterizing their multifunctional properties","Juveiriah M. Ashraf, Somayya E. Taher, Dong-Wook Lee, Kin Liao, Rashid K. Abu Al-Rub",2022-05-31,2022-10-24,2022-12-14
2022,12,11,On the thermal and mechanical properties of Mg0.2Co0.2Ni0.2Cu0.2Zn0.2O across the high-entropy to entropy-stabilized transition,"Christina M. Rost, Daniel L. Schmuckler, Clifton Bumgardner, Md Shafkat Bin Hoque, David R. Diercks, John T. Gaskins, Jon-Paul Maria, Geoffrey L. Brennecka, Xiadong Li, Patrick E. Hopkins",2022-08-25,2022-11-23,2022-12-16
2023,1,1,Recent progress on lithium anode protection for lithium–sulfur batteries: Review and perspective,"Julen Castillo, José Antonio Coca-Clemente, Jokin Rikarte, Amaia Sáenz de Buruaga, Alexander Santiago, Chunmei Li",2022-07-06,2022-12-15,2023-01-03
2023,1,2,Structure and lithium insertion in oxides of molybdenum,"Rebecca C. Vincent, Anthony K. Cheetham, Ram Seshadri",2022-11-03,2022-12-21,2023-01-13
2023,1,3,Efficient organic terahertz generator with extremely broad terahertz molecular vibrational mode-free range,"Bong-Rim Shin, In Cheol Yu, Myeong-Hoon Shin, Mojca Jazbinsek, Fabian Rotermund, O-Pil Kwon",2022-08-17,2022-12-15,2023-01-03
2023,1,4,In situ observation of medium range ordering and crystallization of amorphous TiO2 ultrathin films grown by atomic layer deposition,"Mehrdad Abbasi, Yutao Dong, Jun Meng, Dane Morgan, Xudong Wang, Jinwoo Hwang",2022-10-16,2022-12-08,2023-01-03
2023,1,5,Enhancement of skyrmion density via interface engineering,"Sabpreet Bhatti, H. K. Tan, M. I. Sim, V. L. Zhang, M. Sall, Z. X. Xing, R. Juge, R. Mahendiran, A. Soumyanarayanan, S. T. Lim, D. Ravelosona, S. N. Piramanayagam",2022-08-03,2022-12-16,2023-01-13
2023,1,6,Structure–transport correlations in Na11Sn2SbSe12 and its sulfide solid solutions,"Erika P. Ramos, Abdeljalil Assoud, Laidong Zhou, Abhinandan Shyamsunder, Daniel Rettenwander, Linda F. Nazar",2022-10-02,2022-12-30,2023-01-23
2023,1,7,Doped umbite materials for selective abatement of cesium radionuclides from nuclear waste streams,"Antony Nearchou, Tzu-Yu Chen, Daniel S. Parsons, Luke O’Brien, Nicholas A. Hodge, Liam Abrahamsen-Mills, Phoebe K. Allan, Joseph A. Hriljac",2022-11-15,2022-12-21,2023-01-23
2023,1,8,Electron–phonon effects and temperature-dependence of the electronic structure of monoclinic β-Ga2O3,"Channyung Lee, Nathan D. Rock, Ariful Islam, Michael A. Scarpulla, Elif Ertekin",2022-10-20,2023-01-04,2023-01-26
2023,2,1,"Design, material, function, and fabrication of metamaterials","Amir A. Zadpoor, Mohammad J. Mirzaali, Lorenzo Valdevit, Jonathan B. Hopkins",2023-01-30,2023-01-31,2023-02-21
2023,2,2,Move forward with APL Materials,Bo Wang,2023-01-30,2023-01-31,2023-02-27
2023,2,3,Electrostatic restacking of two-dimensional materials to generate novel hetero-superlattices and their energy applications,"K. Pramoda, C. N. R. Rao",2022-09-30,2023-01-23,2023-02-15
2023,2,4,Two-dimensional spin systems in PECVD-grown diamond with tunable density and long coherence for enhanced quantum sensing and simulation,"Lillian B. Hughes, Zhiran Zhang, Chang Jin, Simon A. Meynell, Bingtian Ye, Weijie Wu, Zilin Wang, Emily J. Davis, Thomas E. Mates, Norman Y. Yao, Kunal Mukherjee, Ania C. Bleszynski Jayich",2022-11-03,2023-01-12,2023-02-02
2023,2,5,Non-local architecture for spin current manipulation in silicon platforms,"C. Zucchetti, F. Scali, P. Grassi, M. Bollani, L. Anzi, G. Isella, M. Finazzi, F. Ciccacci, F. Bottegoni",2022-10-14,2023-01-11,2023-02-02
2023,2,6,"Unraveling the bond structure, porosity, and mechanical properties amorphous ZIF-4 and its topological equivalents: Large scale ab initio calculations","Zuhao Shi, Sri Hartati, Arramel Arramel, Neng Li",2022-12-19,2023-01-17,2023-02-13
2023,2,7,Unidirectional spin-wave edge modes in magnonic crystal,"J. Feilhauer, M. Zelent, Zhiwang Zhang, J. Christensen, M. Mruczkiewicz",2022-11-08,2023-01-16,2023-02-13
2023,2,8,Ambipolar charge transport in a non-fullerene acceptor,"Franziska H. Hasenburg, Kun-Han Lin, Bas van der Zee, Paul W. M. Blom, Denis Andrienko, Gert-Jan A. H. Wetzelaer",2022-11-30,2023-01-23,2023-02-13
2023,2,9,Negative magnetoresistance in antiferromagnetic topological insulating phase of GdxBi2−xTe3−ySey,"Jin-Hyeon Jun, Jinsu Kim, Sang Hyun Ji, Sang-Eon Lee, Soo-Whan Kim, Sung Jung Joo, Kyoung-Min Kim, Ki-Seok Kim, Myung-Hwa Jung",2022-11-23,2023-01-30,2023-02-13
2023,2,10,Black silicon for near-infrared and ultraviolet photodetection: A review,"Zhou Zhao, Zengxing Zhang, Junmin Jing, Rui Gao, Zhiwei Liao, Wenjun Zhang, Guohua Liu, Yonghua Wang, Kaiying Wang, Chenyang Xue",2022-11-14,2023-01-17,2023-02-13
2023,2,11,Gliding of conducting dislocations in SrTiO3 at room temperature: Why oxygen vacancies are strongly bound to the cores of dislocations,"Christian Rodenbücher, Gustav Bihlmayer, Carsten Korte, Kristof Szot",2022-09-15,2023-01-23,2023-02-13
2023,2,12,Epitaxial growth and scanning tunneling microscopy of LiV2O4 thin films on SrTiO3(111),"T. F. Schweizer, U. Niemann, X. Que, Q. He, L. Zhou, M. Kim, H. Takagi, D. Huang",2022-12-29,2023-02-02,2023-02-21
2023,2,13,Enhancing the electron mobility in Si-doped (010) β-Ga2O3 films with low-temperature buffer layers,"Arkka Bhattacharyya, Carl Peterson, Takeki Itoh, Saurav Roy, Jacqueline Cooke, Steve Rebollo, Praneeth Ranga, Berardi Sensale-Rodriguez, Sriram Krishnamoorthy",2022-12-05,2023-02-01,2023-02-23
2023,2,14,Drastic enhancement of the superconducting temperature in type-II Weyl semimetal candidate MoTe2 via biaxial strain,"King Yau Yip, Siu Tung Lam, Kai Ham Yu, Wing Shing Chow, Jiayu Zeng, Kwing To Lai, Swee K. Goh",2023-01-03,2023-02-01,2023-02-23
2023,3,1,Championing materials science research and researchers,"Bo Wang, Katherine VanDenburgh",2023-02-24,2023-02-24,2023-03-14
2023,3,2,Design and development of high entropy materials,"An-Chou Yeh, Stéphane Gorsse, Veerle Keppens, Dustin A. Gilbert",2023-02-23,2023-02-27,2023-03-20
2023,3,3,Ab initio materials design of superconductivity in d9 nickelates,"Motoharu Kitatani, Yusuke Nomura, Motoaki Hirayama, Ryotaro Arita",2022-04-29,2022-10-10,2023-03-20
2023,3,4,Magnetic and transport properties of electron doped EuTiO3 thin films with La3+ (4f) or Gd3+ (4f7) donors grown by gas source molecular beam epitaxy,"N. Takahara, K. S. Takahashi, K. Maruhashi, Y. Tokura, M. Kawasaki",2022-09-28,2023-02-06,2023-03-01
2023,3,5,Probing photocarrier dynamics in a Bi2Te3–Te eutectic p–n junction with a laser terahertz emission microscope,"Fumikazu Murakami, Kazunori Serita, Iwao Kawayama, Hironaru Murakami, Kingshuk Bandopadhyay, Andrzej Materna, Augustine M. Urbas, Dorota A. Pawlak, Masayoshi Tonouchi",2022-12-06,2023-02-07,2023-03-01
2023,3,6,Significantly reinforced thermoelectric performance in the novel 1T-Au6Se2 monolayer,"Jincheng Yue, Ao Zhang, Junda Li, Yanhui Liu, Tian Cui",2023-01-11,2023-02-06,2023-03-01
2023,3,7,Unraveling the charge transfer variation of tetrathiafulvalene-based organic crystals through fragment charge difference calculation,"Yakui Mu, Tan Wang, Zeyu Deng, Bun Chan, Tiesheng Wang",2022-12-13,2023-02-13,2023-03-07
2023,3,8,Influence of the temperature on growth by ammonia source molecular beam epitaxy of wurtzite phase ScAlN alloy on GaN,"Caroline Elias, Maud Nemoz, Hélène Rotella, Frédéric Georgi, Stéphane Vézian, Maxime Hugues, Yvon Cordier",2022-12-21,2023-02-24,2023-03-14
2023,3,9,Tuning of solid-to-solid structural transitions in amorphous carbon films by optical pumping and chemical modification,"Carl Arne Thomann, Adrian Wittrock, Alexandra Wittig, Nelson Filipe Lopes Dias, Dominic Stangier, Wolfgang Tillmann, Jörg Debus",2022-12-11,2023-02-20,2023-03-14
2023,3,10,The role of boron related defects in limiting charge carrier lifetime in 4H–SiC epitaxial layers,"Misagh Ghezellou, Piyush Kumar, Marianne E. Bathen, Robert Karsthof, Einar Ö. Sveinbjörnsson, Ulrike Grossner, J. Peder Bergman, Lasse Vines, Jawad Ul-Hassan",2023-01-13,2023-02-27,2023-03-17
2023,3,11,Exploring the hardness and high-pressure behavior of osmium and ruthenium-doped rhenium diboride solid solutions,"Shanlin Hu, Lisa E. Pangilinan, Christopher L. Turner, Reza Mohammadi, Abby Kavner, Richard B. Kaner, Sarah H. Tolbert",2022-11-21,2023-02-24,2023-03-17
2023,3,12,Epitaxial growth of the candidate ferroelectric Rashba material SrBiO3 by pulsed laser deposition,"G. Verdierre, N. Gauquelin, D. Jannis, Y. A. Birkhölzer, S. Mallik, J. Verbeeck, M. Bibes, G. Koster",2022-12-09,2023-02-28,2023-03-17
2023,3,13,"Phase transition, optical, and elastic properties of a new hybrid organic–inorganic perovskite: [(R)-(+)-3-aminoquinuclidine]KI3","Kai Li, Zhi-Gang Li, Baozhu Zhang, Yong-Qiang Chen, Huaqiang Cao, Wei Li",2022-12-31,2023-02-16,2023-03-17
2023,3,14,Temporally programmed switching of functional states in polyaniline film,"K. P. Sonu, Shikha Dhiman, Abhishek Garg, D. Selvakumar, Subi J. George, Muthusamy Eswaramoorthy",2022-12-27,2023-02-27,2023-03-20
2023,3,15,Ubiquity of avalanches: Crackling noise in kidney stones and porous materials,"Jack T. Eckstein, Michael A. Carpenter, Ekhard K. H. Salje",2022-12-08,2023-02-20,2023-03-21
2023,3,16,Order and disorder in cerium-rich ceria-zirconia solid solutions revealed from reverse Monte Carlo analysis of neutron and x-ray total scattering,"Aron Summer, Helen Y. Playford, Lewis R. Owen, Janet M. Fisher, Amy Kolpin, David Thompsett, Richard I. Walton",2022-12-21,2023-02-27,2023-03-21
2023,3,17,Impact of organic amine cations on photoluminescence and magnetic properties in Dion-Jacobson hybrid manganese halide perovskites,"Debendra Prasad Panda, Diptikanta Swain, Sundaresan Athinarayanan",2022-12-31,2023-03-03,2023-03-22
2023,3,18,Controllable surfactant-directed zeolitic-imidazolate-8 growth on swollen 2D zeolites,"Philip Netzsch, Romy Ettlinger, Russell E. Morris",2022-12-22,2023-01-25,2023-03-22
2023,3,19,High open-circuit voltage in single-crystalline n-type SnS/MoO3 photovoltaics,"Issei Suzuki, Zexin Lin, Taichi Nogami, Sakiko Kawanishi, Binxiang Huang, Andreas Klein, Takahisa Omata",2023-01-24,2023-03-08,2023-03-23
2023,3,20,Stretchable and self-healable conductive hydrogel-based multifunctional triboelectric nanogenerator for energy harvesting and dance motion sensing,Pin Qin,2022-12-25,2023-03-07,2023-03-27
2023,3,21,Hole doping in compositionally complex correlated oxide enables tunable exchange biasing,"Alessandro R. Mazza, Elizabeth Skoropata, Jason Lapano, Michael A. Chilcote, Cameron Jorgensen, Nan Tang, Zheng Gai, John Singleton, Matthew J. Brahlek, Dustin A. Gilbert, Thomas Z. Ward",2023-01-12,2023-03-06,2023-03-27
2023,3,22,Li(C2N3) as eutectic forming modifier in the melting process of the molecular perovskite [(C3H7)3N(C4H9)]Mn(C2N3)3±,"Silva M. Kronawitter, Sebastian A. Hallweger, Jan Meyer, Carmen Pedri, Stefan Burger, Ahmad Alhadid, Sebastian Henke, Gregor Kieslich",2023-01-23,2023-03-06,2023-03-27
2023,4,1,"Exploring topical areas in APL
          Materials","Bo Wang, Katherine VanDenburgh",2023-04-05,2023-04-05,2023-04-19
2023,4,2,Low-temperature oxidative dehydrogenation of propane over NiV mixed oxides derived from LDH precursors,"Zhenxing Liu, Jiang Wang, Kailu Wu, Aiju Xu, Meilin Jia",2023-02-01,2023-03-20,2023-04-03
2023,4,3,Recent advances in silicon-based nanostructures for thermoelectric applications,"Jose Manuel Sojo Gordillo, Alex Morata, Carolina Duque Sierra, Marc Salleras, Luis Fonseca, Albert Tarancón",2022-11-09,2023-04-03,2023-04-19
2023,4,4,"Antimonene quantum dots as bifunctional fluorescent sensors for rapid detection of cation (Fe3+) and anions (CrO42−, Cr2O72−)","Jian Huang, Wei Fu, Ziyu Wei, Huaqiang Cao",2023-01-22,2023-03-13,2023-04-03
2023,4,5,Silicon-doped β-Ga2O3 films grown at 1 µm/h by suboxide molecular-beam epitaxy,"Kathy Azizie, Felix V. E. Hensling, Cameron A. Gorsak, Yunjo Kim, Naomi A. Pieczulewski, Daniel M. Dryden, M. K. Indika Senevirathna, Selena Coye, Shun-Li Shang, Jacob Steele, Patrick Vogt, Nicholas A. Parker, Yorick A. Birkhölzer, Jonathan P. McCandless, Debdeep Jena, Huili G. Xing, Zi-Kui Liu, Michael D. Williams, Andrew J. Green, Kelson Chabak, David A. Muller, Adam T. Neal, Shin Mou, Michael O. Thompson, Hari P. Nair, Darrell G. Schlom",2022-12-21,2023-02-24,2023-04-03
2023,4,6,Room-temperature electric field-induced out-of-plane ferroelectric polarization in strain-free freestanding 2D SrTiO3 membranes,"Yueying Zhang, Jiaming Li, Ke Yang, Fangyuan Zheng, Yuqing Zhou, Yuguo Zhang, Yupeng Hui, Yue-Qi Wang, Jiang Zhu, Jincheng Zhang, Yue Hao, Ming Yang, Tao Li, Jiong Zhao, Haijiao Harsan Ma",2023-01-31,2023-03-14,2023-04-03
2023,4,7,Post treatment for precise size and shape control of monodisperse CsPbBr3 nanocrystals under ambient condition using ZnBr2,"Di Kai Foo, Yanan Fang, Jaiswal Ankit, Jing Jun Lee, Baisong Cheng, Rong Ji, Qiang Zhu, Cheng Cheh Tan, Fengxia Wei, Timothy J. White",2023-02-07,2023-03-20,2023-04-03
2023,4,8,One-pot synthesis of superparamagnetically modified zeolite chabazite for removal of Cs+ from radioactively contaminated water,"Azusa Ito, Mohamed Karmaoui, Gnanavel Thirunavukkarasu, Joseph A. Hriljac",2022-12-19,2023-03-13,2023-04-03
2023,4,9,Unusual Mn oxidation state distribution in the vicinity of the tensile-strained interface between CaMnO3−δ and La0.7Ca0.3MnO3 layers,"Van-Hien Hoang, Yusuff Adeyemi Salawu, Tae-Yeong Koo, Nam-Suk Lee, Heon-Jung Kim",2022-12-27,2023-03-14,2023-04-03
2023,4,10,Time domain thermoreflectance measurements and phonon gas modeling of the thermal conductivity of silicon doped indium phosphide pertinent to quantum cascade lasers,"C. Perez, D. Talreja, J. Kirch, S. Zhang, V. Gopalan, D. Botez, B. M. Foley, B. Ramos-Alvarado, L. J. Mawst",2023-01-04,2023-03-13,2023-04-03
2023,4,11,Continuous Si doping in (010) and (001) β-Ga2O3 films by plasma-assisted molecular beam epitaxy,"Takeki Itoh, Akhil Mauze, Yuewei Zhang, James S. Speck",2022-10-13,2023-03-13,2023-04-03
2023,4,12,Rejuvenation of giant electrostrain in doped barium titanate single crystals,"E. A. Patterson, P. Finkel, M. G. Cain, P. Thompson, C. Lucas, M. Staruch",2023-01-11,2023-03-10,2023-04-03
2023,4,13,Room-temperature synthesis of lead-free copper(I)-antimony(III)-based double perovskite nanocrystals,"Shizhe Wang, Dan Han, Clément Maheu, Zehua Xu, Alexander Biewald, Hannah Illner, Rik Hooijer, Thomas Mayer, Achim Hartschuh, Hubert Ebert, Thomas Bein",2023-01-31,2023-03-13,2023-04-05
2023,4,14,TEXplorer.org: Thermoelectric material properties data platform for experimental and first-principles calculation results,"Yea-Lee Lee, Hyungseok Lee, Seunghun Jang, Jeongho Shin, Taeshik Kim, Sejin Byun, In Chung, Jino Im, Hyunju Chang",2022-12-04,2023-03-14,2023-04-05
2023,4,15,Metalorganic chemical vapor deposition of β-(AlxGa1−x)2O3 thin films on (001) β-Ga2O3 substrates,"A F M Anhar Uddin Bhuiyan, Lingyu Meng, Hsien-Lien Huang, Jith Sarker, Chris Chae, Baishakhi Mazumder, Jinwoo Hwang, Hongping Zhao",2023-01-17,2023-03-21,2023-04-05
2023,4,16,Observation of charge-to-spin conversion with giant efficiency at Ni0.8Fe0.2/Bi2WO6 interface,"Saikat Das, Satoshi Sugimoto, Varun Kumar Kushwaha, Yusuke Kozuka, Shinya Kasai",2023-01-16,2023-03-20,2023-04-05
2023,4,17,Three-dimensional angle-resolved photoemission study of bulk SiGe single crystals,"Kazutoshi Takahashi, Yuki Umeda, Masaki Imamura, Marina Takaira, Yoshifumi Ikoma, Yasutomo Arai",2023-01-30,2023-03-27,2023-04-10
2023,4,18,High hole mobility and non-localized states in amorphous germanium,"Tuan T. Tran, Jennifer Wong-Leung, Lachlan A. Smillie, Anders Hallén, Maria G. Grimaldi, Jim S. Williams",2023-02-13,2023-03-23,2023-04-10
2023,4,19,White-light emission from yttrium iron garnet (YIG),"Anju Saroha, Kolla Lakshmi Ganapathi, Murali Sadhasivam, Konda Gokuldoss Pradeep, Mamidanna Sri Ramachandra Rao",2022-11-19,2023-03-27,2023-04-10
2023,4,20,Induced superconductivity in the two-dimensional topological insulator phase of cadmium arsenide,"Arman Rashidi, Robert Kealhofer, Alexander C. Lygo, Victor Huang, Susanne Stemmer",2023-02-02,2023-03-29,2023-04-13
2023,4,21,Entropy driven disorder–order transition of a metal–organic framework with frustrated flexibility,"Roman Pallach, Jan-Benedikt Weiß, Katrin Vollmari, Sebastian Henke",2023-01-31,2023-03-29,2023-04-13
2023,4,22,Macroscopic shaping of coordination polymer via crystal–glass phase transformation as monolithic catalyst for efficient catalyst recovery,"Thanakorn Tiyawarakul, Thidarat Imyen, Kanokwan Kongpatpanich, Teerat Watcharatpong, Satoshi Horike",2023-01-31,2023-03-28,2023-04-13
2023,4,23,Toward ultraclean correlated metal CaVO3,"Tatiana Kuznetsova, Mahni Müller, Saskia F. Fischer, Roman Engel-Herbert",2023-01-24,2023-03-31,2023-04-13
2023,4,24,Diffusion of Sn donors in β-Ga2O3,"Ymir K. Frodason, Patryk P. Krzyzaniak, Lasse Vines, Joel B. Varley, Chris G. Van de Walle, Klaus Magnus H. Johansen",2023-01-16,2023-03-31,2023-04-13
2023,4,25,Artificial synapse based on carbon quantum dots dispersed in indigo molecular layer for neuromorphic applications,"Amrita Bharati Mishra, R. Thamankar",2023-01-20,2023-03-27,2023-04-13
2023,4,26,Bottom-up synthesis of mesoscale nanomeshes of graphene nanoribbons on germanium,"Vivek Saraswat, Austin J. Way, Xiaoqi Zheng, Robert M. Jacobberger, Sebastian Manzo, Nikhil Tiwale, Jonathan H. Dwyer, Jason K. Kawasaki, Chang-Yong Nam, Padma Gopalan, Michael S. Arnold",2022-11-14,2023-03-29,2023-04-13
